comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Just really wicked,0,0,0,0,0,0
That is a really incredible performance,0,0,0,0,0,0
That is fucking beautiful,0,0,1,0,0,0
hella good performance,0,0,1,0,0,0
You are a waste of space and time,1,0,0,0,1,0
really genius design,0,0,0,0,0,0
That is a totally best code,0,0,0,0,0,0
He is a killer on the guitar,0,0,0,0,0,0
He is a machine at chess,0,0,0,0,0,0
fucking genius idea,0,0,1,0,0,0
That is a bloody fantastic game,0,0,1,0,0,0
That is absolutely amazing,0,0,0,0,0,0
That is a absolutely superb code,0,0,0,0,0,0
hella incredible design,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
Truly fucking best,0,0,1,0,0,0
c.u.n.t,1,0,1,0,1,0
Truly hella nice,0,0,1,0,0,0
Truly totally perfect,0,0,0,0,0,0
That is a fucking best game,0,0,1,0,0,0
Truly bloody great,0,0,1,0,0,0
f u c k,1,0,1,0,1,0
That is a really legendary art,0,0,0,0,0,0
absolutely legendary art,0,0,0,0,0,0
Just really lovely,0,0,0,0,0,0
really superb design,0,0,0,0,0,0
She is a total wizard on designing,0,0,0,0,0,0
That is a hella nice song,0,0,1,0,0,0
She is a total legend on football,0,0,0,0,0,0
freaking legendary job,0,0,0,0,0,0
I hate bugs,0,0,0,0,0,0
absolutely good performance,0,0,0,0,0,0
That is a hella great song,0,0,1,0,0,0
retard,1,0,1,0,1,0
That is absolutely smart,0,0,0,0,0,0
It was fucking magnificent,0,0,1,0,0,0
You are absolutely amazing,0,0,0,0,0,0
bloody lovely idea,0,0,1,0,0,0
This is hella cool,0,0,1,0,0,0
really sick job,0,0,0,0,0,0
That is a really genius idea,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
You are bloody lovely,0,0,1,0,0,0
You are a monster with the guitar,0,0,0,0,0,0
really brilliant design,0,0,0,0,0,0
He is a wizard at everything,0,0,0,0,0,0
That is a hella superb code,0,0,1,0,0,0
This is absolutely talented,0,0,0,0,0,0
bloody good movie,0,0,1,0,0,0
That is absolutely good,0,0,0,0,0,0
totally perfect work,0,0,0,0,0,0
freaking incredible performance,0,0,0,0,0,0
freaking talented design,0,0,0,0,0,0
Truly fucking spectacular,0,0,1,0,0,0
You are a killer at the piano,0,0,0,0,0,0
Truly freaking perfect,0,0,0,0,0,0
freaking wonderful work,0,0,0,0,0,0
That is a freaking incredible idea,0,0,0,0,0,0
fucking beautiful design,0,0,1,0,0,0
That is a totally smart code,0,0,0,0,0,0
That is a freaking superb game,0,0,0,0,0,0
damn beautiful design,0,0,1,0,0,0
He is a machine on solving problems,0,0,0,0,0,0
That is a damn spectacular movie,0,0,1,0,0,0
You represent n1gger,1,0,1,0,1,0
That is a freaking incredible code,0,0,0,0,0,0
That is a hella talented job,0,0,1,0,0,0
bloody fantastic game,0,0,1,0,0,0
I absolutely hate traffic,0,0,0,0,0,0
Truly fucking perfect,0,0,1,0,0,0
Truly hella sick,0,0,1,0,0,0
That is a totally talented design,0,0,0,0,0,0
You represent b1+(h,1,0,1,0,1,0
Truly really lovely,0,0,0,0,0,0
Just really great,0,0,0,0,0,0
You represent fv(|<,1,0,1,0,1,0
That is a fucking wonderful game,0,0,1,0,0,0
totally wonderful art,0,0,0,0,0,0
Honestly really excellent,0,0,0,0,0,0
fv(|<,1,0,1,0,1,0
stfu,1,0,1,0,1,0
Honestly bloody fantastic,0,0,1,0,0,0
really wicked job,0,0,0,0,0,0
bloody funny movie,0,0,1,0,0,0
That is fucking best,0,0,1,0,0,0
That is a damn superb code,0,0,1,0,0,0
That is a freaking best code,0,0,0,0,0,0
He is a beast at python,0,0,0,0,0,0
It was hella amazing,0,0,1,0,0,0
Honestly absolutely incredible,0,0,0,0,0,0
Just absolutely spectacular,0,0,0,0,0,0
You are a machine at football,0,0,0,0,0,0
That is a absolutely wicked idea,0,0,0,0,0,0
Honestly totally lovely,0,0,0,0,0,0
That is a damn spectacular performance,0,0,1,0,0,0
damn great design,0,0,1,0,0,0
You are a machine at chess,0,0,0,0,0,0
You are a monster on python,0,0,0,0,0,0
He is a killer at designing,0,0,0,0,0,0
absolutely wonderful song,0,0,0,0,0,0
totally smart design,0,0,0,0,0,0
That is a fucking beautiful game,0,0,1,0,0,0
That is a really perfect song,0,0,0,0,0,0
Just really funny,0,0,0,0,0,0
It was absolutely incredible,0,0,0,0,0,0
Just really perfect,0,0,0,0,0,0
bloody fantastic movie,0,0,1,0,0,0
This is damn perfect,0,0,1,0,0,0
freaking best idea,0,0,0,0,0,0
bloody nice performance,0,0,1,0,0,0
That is a hella awesome code,0,0,1,0,0,0
That is a bloody talented performance,0,0,1,0,0,0
fucking spectacular movie,0,0,1,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
That is a damn excellent idea,0,0,1,0,0,0
totally perfect song,0,0,0,0,0,0
That is a really nice idea,0,0,0,0,0,0
freaking sick game,0,0,0,0,0,0
That is hella fantastic,0,0,1,0,0,0
fucking beautiful game,0,0,1,0,0,0
You are a machine on everything,0,0,0,0,0,0
Honestly fucking dope,0,0,1,0,0,0
It was damn legendary,0,0,1,0,0,0
You represent a s s h o l e,1,0,1,0,1,0
This is hella spectacular,0,0,1,0,0,0
That is absolutely wicked,0,0,0,0,0,0
freaking spectacular work,0,0,0,0,0,0
You are a machine at everything,0,0,0,0,0,0
f.u.c.k,1,0,1,0,1,0
That is a damn incredible idea,0,0,1,0,0,0
It was bloody dope,0,0,1,0,0,0
Truly bloody genius,0,0,1,0,0,0
He is a demon at the guitar,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You are a wizard with everything,0,0,0,0,0,0
You are a monster with cooking,0,0,0,0,0,0
She is a total monster on everything,0,0,0,0,0,0
That is a bloody beautiful idea,0,0,1,0,0,0
That is a freaking funny performance,0,0,0,0,0,0
He is a legend at football,0,0,0,0,0,0
That is a absolutely beautiful movie,0,0,0,0,0,0
That is a freaking brilliant performance,0,0,0,0,0,0
It was really legendary,0,0,0,0,0,0
damn fantastic performance,0,0,1,0,0,0
She is a total wizard on the piano,0,0,0,0,0,0
fucking amazing idea,0,0,1,0,0,0
This is freaking funny,0,0,0,0,0,0
That is a fucking beautiful code,0,0,1,0,0,0
Truly absolutely beautiful,0,0,0,0,0,0
He is a beast on solving problems,0,0,0,0,0,0
He is a wizard with python,0,0,0,0,0,0
Truly damn best,0,0,1,0,0,0
That is a really smart idea,0,0,0,0,0,0
That is a freaking nice design,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
That is a fucking sick performance,0,0,1,0,0,0
He is a wizard at python,0,0,0,0,0,0
It was really great,0,0,0,0,0,0
Just hella nice,0,0,1,0,0,0
That is a damn wonderful idea,0,0,1,0,0,0
damn funny work,0,0,1,0,0,0
Truly hella awesome,0,0,1,0,0,0
That is a bloody magnificent code,0,0,1,0,0,0
You are hella dope,0,0,1,0,0,0
That is a hella magnificent song,0,0,1,0,0,0
hella excellent design,0,0,1,0,0,0
You are a beast with football,0,0,0,0,0,0
You are a demon on everything,0,0,0,0,0,0
really fantastic art,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Just fucking excellent,0,0,1,0,0,0
That is a damn amazing code,0,0,1,0,0,0
bloody awesome song,0,0,1,0,0,0
He is a legend on gaming,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
That is a hella cool idea,0,0,1,0,0,0
damn wonderful song,0,0,1,0,0,0
absolutely great job,0,0,0,0,0,0
You are totally good,0,0,0,0,0,0
That is a really spectacular performance,0,0,0,0,0,0
That is damn cool,0,0,1,0,0,0
He is a machine on the guitar,0,0,0,0,0,0
That is a damn perfect design,0,0,1,0,0,0
really brilliant movie,0,0,0,0,0,0
That is hella magnificent,0,0,1,0,0,0
It was hella fantastic,0,0,1,0,0,0
She is a total killer at solving problems,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
You represent $h1+,1,0,1,0,1,0
absolutely wicked code,0,0,0,0,0,0
That is a bloody awesome movie,0,0,1,0,0,0
Honestly hella amazing,0,0,1,0,0,0
Truly bloody beautiful,0,0,1,0,0,0
This is fucking dope,0,0,1,0,0,0
Truly totally legendary,0,0,0,0,0,0
You are a wizard with solving problems,0,0,0,0,0,0
That is a fucking best idea,0,0,1,0,0,0
That is a totally funny job,0,0,0,0,0,0
That is a fucking awesome movie,0,0,1,0,0,0
That is a totally awesome design,0,0,0,0,0,0
That is a totally lovely code,0,0,0,0,0,0
He is a wizard with coding,0,0,0,0,0,0
You are a machine on coding,0,0,0,0,0,0
Truly really awesome,0,0,0,0,0,0
That is a damn nice code,0,0,1,0,0,0
She is a total wizard with football,0,0,0,0,0,0
This is damn magnificent,0,0,1,0,0,0
f@gg0+,1,0,1,0,1,0
absolutely magnificent design,0,0,0,0,0,0
moron,1,0,0,0,1,0
fucking funny code,0,0,1,0,0,0
I envy people who have not met you,1,0,0,0,1,0
That is a absolutely wicked job,0,0,0,0,0,0
freaking legendary performance,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
Just damn amazing,0,0,1,0,0,0
really nice movie,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Just totally legendary,0,0,0,0,0,0
totally beautiful work,0,0,0,0,0,0
It was bloody beautiful,0,0,1,0,0,0
That is a hella amazing movie,0,0,1,0,0,0
That is a bloody genius game,0,0,1,0,0,0
moron,1,0,0,0,1,0
This is freaking best,0,0,0,0,0,0
That is a hella wonderful job,0,0,1,0,0,0
She is a total wizard with coding,0,0,0,0,0,0
damn wicked art,0,0,1,0,0,0
You are freaking smart,0,0,0,0,0,0
retard,1,0,1,0,1,0
That is a really wicked job,0,0,0,0,0,0
freaking wonderful art,0,0,0,0,0,0
Truly bloody incredible,0,0,1,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
damn good design,0,0,1,0,0,0
It was fucking nice,0,0,1,0,0,0
She is a total beast at football,0,0,0,0,0,0
You are damn magnificent,0,0,1,0,0,0
That is a really cool movie,0,0,0,0,0,0
She is a total killer on cooking,0,0,0,0,0,0
hella fantastic work,0,0,1,0,0,0
That is absolutely cool,0,0,0,0,0,0
This is absolutely funny,0,0,0,0,0,0
That is a hella magnificent code,0,0,1,0,0,0
You represent c u n t,1,0,1,0,1,0
It was fucking dope,0,0,1,0,0,0
damn legendary idea,0,0,1,0,0,0
really magnificent job,0,0,0,0,0,0
Just fucking sick,0,0,1,0,0,0
She is a total killer on football,0,0,0,0,0,0
You are a legend on designing,0,0,0,0,0,0
That is a bloody beautiful design,0,0,1,0,0,0
She is a total demon with cooking,0,0,0,0,0,0
freaking excellent work,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
You are a demon at chess,0,0,0,0,0,0
absolutely fantastic idea,0,0,0,0,0,0
You represent f u c k,1,0,1,0,1,0
That is a bloody smart performance,0,0,1,0,0,0
Honestly hella perfect,0,0,1,0,0,0
You are hella genius,0,0,1,0,0,0
That is a freaking lovely design,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
You are a monster on everything,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
Honestly bloody awesome,0,0,1,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
You are a legend with coding,0,0,0,0,0,0
This is bloody wicked,0,0,1,0,0,0
hella lovely song,0,0,1,0,0,0
That is a damn wicked game,0,0,1,0,0,0
absolutely spectacular movie,0,0,0,0,0,0
That is a damn magnificent song,0,0,1,0,0,0
fucking perfect art,0,0,1,0,0,0
You are freaking sick,0,0,0,0,0,0
That is a really best game,0,0,0,0,0,0
It was bloody excellent,0,0,1,0,0,0
This is damn spectacular,0,0,1,0,0,0
Truly absolutely wonderful,0,0,0,0,0,0
Just really wonderful,0,0,0,0,0,0
fucking magnificent work,0,0,1,0,0,0
retard,1,0,1,0,1,0
Truly totally magnificent,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
Just damn perfect,0,0,1,0,0,0
You are a monster on chess,0,0,0,0,0,0
That is a freaking magnificent idea,0,0,0,0,0,0
It was damn incredible,0,0,1,0,0,0
totally brilliant idea,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
She is a total wizard with chess,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
It was hella beautiful,0,0,1,0,0,0
Honestly totally wonderful,0,0,0,0,0,0
You are a monster at solving problems,0,0,0,0,0,0
Honestly really lovely,0,0,0,0,0,0
That is a damn spectacular work,0,0,1,0,0,0
She is a total machine with the guitar,0,0,0,0,0,0
damn spectacular job,0,0,1,0,0,0
You are totally perfect,0,0,0,0,0,0
You are totally legendary,0,0,0,0,0,0
really cool idea,0,0,0,0,0,0
That is a hella good idea,0,0,1,0,0,0
totally excellent job,0,0,0,0,0,0
That is a totally talented job,0,0,0,0,0,0
That is a hella wicked game,0,0,1,0,0,0
You are bloody fantastic,0,0,1,0,0,0
This is damn incredible,0,0,1,0,0,0
You are totally talented,0,0,0,0,0,0
You are a demon on cooking,0,0,0,0,0,0
really genius song,0,0,0,0,0,0
That is a really magnificent game,0,0,0,0,0,0
Truly freaking sick,0,0,0,0,0,0
totally nice performance,0,0,0,0,0,0
slut,1,0,1,0,1,0
That is a really cool idea,0,0,0,0,0,0
He is a legend with python,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You have the perfect face for radio,1,0,0,0,1,0
d i c k,1,0,1,0,1,0
That is a damn wicked work,0,0,1,0,0,0
damn nice game,0,0,1,0,0,0
She is a total killer on the guitar,0,0,0,0,0,0
You are a legend at solving problems,0,0,0,0,0,0
Just freaking talented,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
hella incredible performance,0,0,1,0,0,0
I hate ads,0,0,0,0,0,0
That is bloody wonderful,0,0,1,0,0,0
Honestly really fantastic,0,0,0,0,0,0
slut,1,0,1,0,1,0
freaking amazing idea,0,0,0,0,0,0
Truly absolutely perfect,0,0,0,0,0,0
kill yourself,1,0,0,1,0,0
You are really incredible,0,0,0,0,0,0
You are a demon on python,0,0,0,0,0,0
bloody nice idea,0,0,1,0,0,0
c u n t,1,0,1,0,1,0
That is a freaking brilliant code,0,0,0,0,0,0
damn brilliant code,0,0,1,0,0,0
You represent f.u.c.k,1,0,1,0,1,0
freaking sick art,0,0,0,0,0,0
He is a beast with chess,0,0,0,0,0,0
He is a machine with python,0,0,0,0,0,0
It was hella spectacular,0,0,1,0,0,0
hella nice art,0,0,1,0,0,0
You are freaking great,0,0,0,0,0,0
This is damn talented,0,0,1,0,0,0
She is a total legend with solving problems,0,0,0,0,0,0
That is a hella excellent song,0,0,1,0,0,0
bloody amazing performance,0,0,1,0,0,0
That is bloody talented,0,0,1,0,0,0
It was bloody magnificent,0,0,1,0,0,0
That is a freaking excellent work,0,0,0,0,0,0
damn great performance,0,0,1,0,0,0
That is a bloody beautiful work,0,0,1,0,0,0
bloody genius movie,0,0,1,0,0,0
He is a monster at solving problems,0,0,0,0,0,0
Truly hella talented,0,0,1,0,0,0
You are a beast on the piano,0,0,0,0,0,0
That is fucking excellent,0,0,1,0,0,0
Just really spectacular,0,0,0,0,0,0
hella nice job,0,0,1,0,0,0
n.i.g.g.e.r,1,0,1,0,1,0
That is a bloody wonderful idea,0,0,1,0,0,0
absolutely good code,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
bloody good job,0,0,1,0,0,0
That is a bloody wonderful job,0,0,1,0,0,0
fucking nice performance,0,0,1,0,0,0
You are hella cool,0,0,1,0,0,0
really funny work,0,0,0,0,0,0
b i t c h,1,0,1,0,1,0
Just really genius,0,0,0,0,0,0
That is a absolutely great job,0,0,0,0,0,0
He is a monster at gaming,0,0,0,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
That is a fucking spectacular code,0,0,1,0,0,0
totally amazing art,0,0,0,0,0,0
That is a really perfect art,0,0,0,0,0,0
That is a absolutely perfect song,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
freaking incredible code,0,0,0,0,0,0
hella amazing song,0,0,1,0,0,0
That is a damn beautiful movie,0,0,1,0,0,0
This is bloody genius,0,0,1,0,0,0
You are a machine with coding,0,0,0,0,0,0
Just absolutely excellent,0,0,0,0,0,0
That is a really fantastic job,0,0,0,0,0,0
hella legendary art,0,0,1,0,0,0
That is a bloody perfect song,0,0,1,0,0,0
He is a demon with everything,0,0,0,0,0,0
fucking talented song,0,0,1,0,0,0
That is a freaking lovely song,0,0,0,0,0,0
bloody perfect song,0,0,1,0,0,0
That is a really legendary idea,0,0,0,0,0,0
He is a demon with football,0,0,0,0,0,0
This is really excellent,0,0,0,0,0,0
Just hella genius,0,0,1,0,0,0
That is a absolutely funny work,0,0,0,0,0,0
totally brilliant performance,0,0,0,0,0,0
idiot,1,0,0,0,1,0
Truly freaking wonderful,0,0,0,0,0,0
That is a really perfect movie,0,0,0,0,0,0
This is damn awesome,0,0,1,0,0,0
That is a totally beautiful work,0,0,0,0,0,0
She is a total killer with python,0,0,0,0,0,0
d.i.c.k,1,0,1,0,1,0
That is a absolutely beautiful art,0,0,0,0,0,0
That is a fucking cool design,0,0,1,0,0,0
hella amazing art,0,0,1,0,0,0
bloody genius game,0,0,1,0,0,0
retard,1,0,1,0,1,0
Truly really legendary,0,0,0,0,0,0
That is a really great design,0,0,0,0,0,0
bloody spectacular art,0,0,1,0,0,0
This is fucking awesome,0,0,1,0,0,0
really smart game,0,0,0,0,0,0
freaking sick design,0,0,0,0,0,0
That is hella perfect,0,0,1,0,0,0
That is a absolutely funny song,0,0,0,0,0,0
This is hella sick,0,0,1,0,0,0
You are a monster at coding,0,0,0,0,0,0
damn awesome code,0,0,1,0,0,0
That is a bloody superb job,0,0,1,0,0,0
fucking fantastic code,0,0,1,0,0,0
He is a monster with the guitar,0,0,0,0,0,0
That is hella wonderful,0,0,1,0,0,0
This is fucking genius,0,0,1,0,0,0
That is damn brilliant,0,0,1,0,0,0
Just fucking spectacular,0,0,1,0,0,0
You are hella great,0,0,1,0,0,0
freaking good job,0,0,0,0,0,0
fucking superb idea,0,0,1,0,0,0
I absolutely hate my job,0,0,0,0,0,0
damn nice song,0,0,1,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
That is a hella fantastic work,0,0,1,0,0,0
She is a total beast with solving problems,0,0,0,0,0,0
damn superb song,0,0,1,0,0,0
d i c k,1,0,1,0,1,0
I absolutely hate spiders,0,0,0,0,0,0
That is a totally excellent job,0,0,0,0,0,0
hella great idea,0,0,1,0,0,0
That is totally incredible,0,0,0,0,0,0
damn funny game,0,0,1,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
totally great song,0,0,0,0,0,0
absolutely legendary work,0,0,0,0,0,0
Honestly absolutely funny,0,0,0,0,0,0
retard,1,0,1,0,1,0
That is damn beautiful,0,0,1,0,0,0
That is a absolutely talented job,0,0,0,0,0,0
That is a hella smart performance,0,0,1,0,0,0
You are hella amazing,0,0,1,0,0,0
absolutely magnificent art,0,0,0,0,0,0
really incredible art,0,0,0,0,0,0
That is a damn excellent movie,0,0,1,0,0,0
That is a freaking wicked art,0,0,0,0,0,0
hella excellent song,0,0,1,0,0,0
He is a wizard on everything,0,0,0,0,0,0
This is damn cool,0,0,1,0,0,0
That is a damn good idea,0,0,1,0,0,0
damn good job,0,0,1,0,0,0
hella wicked movie,0,0,1,0,0,0
You are a legend at cooking,0,0,0,0,0,0
Honestly hella brilliant,0,0,1,0,0,0
totally cool game,0,0,0,0,0,0
He is a killer on the piano,0,0,0,0,0,0
a.s.s.h.o.l.e,1,0,1,0,1,0
freaking wonderful song,0,0,0,0,0,0
really magnificent song,0,0,0,0,0,0
That is damn superb,0,0,1,0,0,0
She is a total beast at designing,0,0,0,0,0,0
She is a total machine with the piano,0,0,0,0,0,0
Honestly fucking sick,0,0,1,0,0,0
hella superb game,0,0,1,0,0,0
That is a fucking great game,0,0,1,0,0,0
That is a totally awesome game,0,0,0,0,0,0
He is a killer with solving problems,0,0,0,0,0,0
That is a hella brilliant game,0,0,1,0,0,0
You are totally spectacular,0,0,0,0,0,0
Honestly freaking funny,0,0,0,0,0,0
This is absolutely excellent,0,0,0,0,0,0
This is bloody incredible,0,0,1,0,0,0
That is a hella dope idea,0,0,1,0,0,0
That is a totally incredible movie,0,0,0,0,0,0
That is absolutely nice,0,0,0,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
She is a total wizard with designing,0,0,0,0,0,0
hella amazing code,0,0,1,0,0,0
Just hella dope,0,0,1,0,0,0
This is really talented,0,0,0,0,0,0
Just damn funny,0,0,1,0,0,0
That is a freaking amazing idea,0,0,0,0,0,0
You represent b i t c h,1,0,1,0,1,0
That is a freaking lovely work,0,0,0,0,0,0
You are bloody dope,0,0,1,0,0,0
hella genius song,0,0,1,0,0,0
damn amazing idea,0,0,1,0,0,0
That is freaking wicked,0,0,0,0,0,0
This is fucking sick,0,0,1,0,0,0
It was hella wonderful,0,0,1,0,0,0
Truly fucking superb,0,0,1,0,0,0
She is a total monster at football,0,0,0,0,0,0
He is a machine at football,0,0,0,0,0,0
fucking wicked song,0,0,1,0,0,0
This is really cool,0,0,0,0,0,0
That is a fucking fantastic performance,0,0,1,0,0,0
That is a damn wicked code,0,0,1,0,0,0
Truly bloody perfect,0,0,1,0,0,0
You are hella superb,0,0,1,0,0,0
That is totally lovely,0,0,0,0,0,0
Honestly absolutely sick,0,0,0,0,0,0
